"id","otel_ad","fiyat","imageURL","score","fiyat_araligi","bolge","hava_alanina_uzakligi","denize_uzakligi","plaj","iskele","a_la_carte_restoran","asansor","acik_restoran","kapali_restoran","acik_havuz","kapali_havuz","bedensel_engelli_odasi","bar","su_kaydiragi","balo_salonu","kuafor","otopark","market","sauna","doktor","beach_voley","fitness","canli_eglence","wireless_internet","animasyon","sorf","parasut","arac_kiralama","kano","spa","masaj","masa_tenisi","cocuk_havuzu","cocuk_parki"
134,Sui Resort Hotel,"75.341,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/05788/1050X700/tsr05788638427253466141786.jpg,"8,2",+33000,Antalya - Alanya-Okurcalar ,"98 km, Antalya HA ","500 - 600 Metre Arası",Özel Plaj,Yok,"3","1","1","1","1","1","1","4","1","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1"
188,La Brezza Suıte Hotel Akyarlar,"35.421,75 TL",https://cdn.tatilsepeti.com/Files/TesisResim/09739/tsr09739636934424999202682.jpg,,+33000,Bodrum - Akyarlar ,"60 km, Milas HA ","600 - 750 Metre Arası",Özel Plaj,Yok,"0","0","1","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
236,Side Beach Club,"24.313,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13947/1050X700/tsr13947638494219362390149.jpg,,"23000-25000",Antalya - Side ,"No Info km, No Info",No Info,Halk Plajı,Yok,"0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
6,Club Grand Aqua,"66.901,30 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03476/1050X700/tsr03476638493107104703148.jpg,"7,7",+33000,Antalya - Side-Çolaklı ,"55 km, Antalya HA ","300 - 400 Metre Arası",Özel Plaj,Yok,"2","1","1","1","1","1","0","5","1","0","1","1","0","1","1","1","1","0","0","1","0","0","1","0","1","1","1","1","0"
53,Hedef Kleopatra Hotel,"34.912,50 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11412/1050X700/tsr11412637896969373112254.jpg,"8,4",+33000,Antalya - Alanya ,"110 km, Antalya HA ","100 - 200 Metre Arası",Halk Plajı,Yok,"0","0","1","1","1","0","1","1","0","0","1","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1"
45,Turunç Premium Hotel,"64.680,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04840/1050X700/tsr04840637713008889961242.jpg,"9,4",+33000,Marmaris - Turunç ,"120 km, Dalaman HA ",Denize Sıfır,Özel Plaj,Var,"1","1","1","1","1","1","1","5","0","0","0","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","1","1"
31,Queens Park Resort Göynük,"68.040,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02797/1050X700/tsr02797637115931447450695.jpg,"7,9",+33000,Antalya - Kemer-Göynük ,"46 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,"3","1","1","1","2","1","0","4","1","0","1","0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1"
155,Söz Hotel Gümbet (Ex. The Best Life Hotel Gümbet),"37.196,00 TL",,"",+33000,"","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
64,Oba Star Hotel Spa,"37.251,90 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02801/1050X700/tsr02801638392860593939941.jpg,"6,4",+33000,Antalya - Alanya-Obagöl ,"35 km, Gazipaşa(Alanya) HA ","50 - 100 Metre Arası",Özel Plaj,Yok,"0","1","0","0","2","0","1","3","1","0","1","1","0","0","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1"
154,Elips Royal Hotel,"26.145,00 TL",https://cdn.tatilsepeti.com/Files/TesisResim/06974/tsr06974637039951580664898.jpg,"8,1","25000-27000",Antalya - Antalya Merkez-Muratpaşa ,"10 km, Antalya HA ",Uygun Değil,Yok,Yok,"0","1","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
153,Dragut Point South Hotel,"18.598,95 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04291/1050X700/tsr04291638240784100059352.jpg,"8,1","17000-19000",Bodrum - Turgutreis ,"54 km, Milas HA ",Denize Sıfır,Özel Plaj,Var,"0","0","1","0","1","0","0","1","0","0","1","0","0","1","1","0","1","1","1","0","0","0","1","0","1","1","1","1","0"
35,Royal Alhambra Palace,"75.600,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04218/1050X700/tsr04218638149092208201702.jpg,"7,4",+33000,Antalya - Side-Çolaklı ,"40 km, Antalya HA ","200 - 300 Metre Arası",Mavi Bayraklı Özel Plaj,Yok,"8","1","1","1","2","1","0","7","1","0","1","1","0","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1"
190,Lara World Hotel,"20.133,27 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03569/1050X700/tsr03569638297266680184344.jpg,"7,4","19000-21000",Antalya - Lara-Örnekköy ,"10 km, Antalya HA ","200 - 300 Metre Arası",Özel Plaj,Yok,"0","1","1","1","1","0","0","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0"
135,Campus Hill Hotel,"30.730,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/09619/1050X700/tsr09619637610982718666211.jpg,"7,5","29000-31000",Antalya - Alanya ,"135 km, Antalya HA ","750 Metre ve Üzeri",Özel Plaj,Yok,"1","0","1","1","1","0","0","4","1","0","1","1","1","1","1","1","1","0","1","1","0","1","1","0","0","1","1","1","0"
7,Commodore Elite Suites Spa,"82.620,72 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03648/1050X700/tsr03648638427248216005182.jpg,"9,4",+33000,Antalya - Side-Evrenseki ,"55 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,"2","1","1","1","1","1","0","0","1","0","0","1","0","1","1","0","1","0","1","1","0","0","1","0","1","1","0","0","0"
115,Diamond Premium Hotel Spa,"64.260,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/05289/1050X700/tsr05289638427244294704014.jpg,"8,8",+33000,Antalya - Side-Titreyengöl ,"70 km, Antalya HA ","200 - 300 Metre Arası",Mavi Bayraklı Özel Plaj,Var,"2","1","3","3","1","1","1","9","1","0","1","1","1","1","0","1","1","1","1","1","0","0","1","0","1","1","1","1","1"
237,Silver Hotel,"25.200,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03386/1050X700/tsr03386638461160227920142.jpg,"9,3","25000-27000",Antalya - Side-Çolaklı ,"55 km, Antalya HA ","500 - 600 Metre Arası",Özel Plaj,Yok,"0","1","1","0","2","0","0","1","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","1","1"
260,Nerton Hotel,"37.984,80 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00852/1050X700/tsr00852638492941731262571.jpg,"8,7",+33000,Antalya - Side-Denizbükü ,"63 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,"1","1","1","1","1","1","0","2","0","0","1","0","0","1","1","0","0","0","0","1","1","0","0","0","1","1","1","0","0"
74,Dragut Point North Hotel,"35.356,16 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04292/1050X700/tsr04292638060077318583845.jpg,"6,7",+33000,Bodrum - Turgutreis ,"55 km, BodrumHA",Denize Sıfır,Özel Plaj,Var,"0","0","1","1","1","0","0","1","0","0","0","0","0","1","1","0","1","0","1","0","1","0","1","1","1","1","0","1","0"
9,Doria Hotel Bodrum,"55.282,50 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01861/1050X700/tsr01861638225143019176828.jpg,"9",+33000,Bodrum - Bitez ,"38 km, Milas HA ","750 Metre ve Üzeri",Özel Plaj,Var,"1","0","1","1","2","1","0","2","0","0","0","1","0","1","1","0","1","0","1","0","0","0","1","0","1","1","0","1","0"
8,Crystal Palace Luxury Resort Spa,"75.680,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02958/1050X700/tsr02958638472205921405272.jpg,"8,3",+33000,Antalya - Side-Çolaklı ,"55 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Plaj,Yok,"5","1","4","4","2","1","1","10","1","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1"
36,Royal Dragon Side,"80.640,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01983/1050X700/tsr01983638544028863742495.jpg,"8,9",+33000,Antalya - Side-Evrenseki ,"48 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Mavi Bayraklı Özel Plaj,Yok,"4","1","1","1","3","1","0","10","1","0","0","1","0","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1"
102,Vita Bella Hotel Resort Spa,"58.240,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/06516/1050X700/tsr06516638427301196261612.jpg,"7,6",+33000,Bodrum - Gündoğan ,"48 km, Milas HA ",Denize Sıfır,Özel Plaj,Var,"1","1","1","1","1","1","0","2","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","0","1","1","0","1","1"
65,The X Belek,"49.834,26 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13057/1050X700/tsr13057638262476477292777.jpg,"8,2",+33000,Antalya - Belek-Serik ,"27 km, Antalya HA ","750 Metre ve Üzeri",Özel Plaj,Yok,"4","0","1","1","1","1","0","4","1","0","1","0","0","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","0"
46,Vonresort Elite,"87.780,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/05003/1050X700/tsr05003637338632233269166.jpg,"9",+33000,Antalya - Side-Çolaklı ,"55 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,"7","1","1","1","3","1","0","7","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1"
191,Lupo Libero Hotel Spa,"25.352,21 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13477/1050X700/tsr13477638332414655399306.jpg,,"25000-27000",Antalya - Muratpaşa ,"12 km, Antalya ","500 - 600 Metre Arası",Yok,Yok,"0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0"
136,Crb Crown Residence Belek Health Spa,"46.709,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/14130/1050X700/tsr14130638540172602639772.jpg,,+33000,Antalya - Belek ,"No Info km, No Info",No Info,Halk Plajı,Yok,"1","1","0","0","0","0","0","0","1","0","1","1","1","0","1","0","0","0","1","1","0","0","1","0","1","1","0","1","1"
41,Sueno Hotels Beach Side,"87.806,25 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01531/1050X700/tsr01531638489662654390413.jpg,"8,1",+33000,Antalya - Side-Sorgun ,"60 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"6","1","1","1","6","1","1","13","1","1","0","1","0","1","1","1","1","0","1","1","0","0","1","0","1","1","1","1","1"
156,Tamara Business Antalya,"15.092,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11351/1050X700/tsr11351637393284673731968.jpg,"8,3","15000-17000",Antalya - Antalya Merkez-Muratpaşa ,"10 km, Antalya ","400 - 500 Metre Arası",Halk Plajı,Yok,"0","1","0","1","0","1","1","1","0","0","0","1","0","1","1","0","1","0","0","0","0","0","1","0","1","1","0","0","0"
126,Radisson Blu Resort Spa Çeşme,"67.900,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02518/1050X700/tsr02518637927824175138931.jpg,"7,8",+33000,Çeşme - Ilıca ,"88 km, Adnan Menderes HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"1","1","0","1","1","1","0","3","0","1","1","1","1","1","1","0","1","0","1","0","0","0","1","0","1","1","1","1","1"
75,Habesos Hotel,"22.642,20 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00623/1050X700/tsr00623638513922266036043.jpg,"7,2","21000-23000",Antalya - Kaş-Küçükçakıl Mevkii ,"160 km, DalamanHA",Denize Sıfır (Aradan Yol Geçiyor),Halk Plajı,Yok,"0","1","1","1","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
238,Solis Beach Hotel,"20.011,76 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12891/1050X700/tsr12891638150872099937308.jpg,,"19000-21000",Antalya - Alanya-Konaklı ,"55 km, Gazipaşa HA ","600 - 750 Metre Arası",Özel Plaj,Yok,"0","1","1","0","2","0","0","1","1","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1","1","0"
54,Hera Hotel Kaş,"33.610,50 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01119/1050X700/tsr01119637642892884417410.jpg,"7,4",+33000,Antalya - Kaş-Küçükçakıl Mevkii ,"160 km, Dalaman HA ",Denize Sıfır,Özel Plaj,Var,"2","1","1","1","1","0","0","3","0","0","0","0","0","1","1","0","1","0","1","0","0","1","1","1","0","1","0","1","1"
116,Doubletree By Hilton Bodrum Işıl Club All Inclusive Resort,"103.861,30 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11539/1050X700/tsr11539638493911392130797.jpg,"8,7",+33000,Bodrum - Torba-Kaynar Mevkii ,"25 km, Milas HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"2","1","1","1","1","0","0","5","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1"
137,Elementa Boutique Hotel,"77.602,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11528/1050X700/tsr11528637783660597280375.jpg,"9,2",+33000,Bodrum - Yalıkavak ,"56 km, Milas HA ","200 - 300 Metre Arası",Halk Plajı,Yok,"1","0","1","1","1","0","0","2","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0"
76,Bitez Garden Life,"44.195,20 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/08511/1050X700/tsr08511638149174206641114.jpg,"7",+33000,Bodrum - Bitez ,"45 km, Milas HA ","100 - 200 Metre Arası",Özel Plaj,Yok,"1","0","1","1","3","0","0","3","1","0","1","1","1","1","1","0","0","1","1","1","0","0","0","0","1","1","1","1","0"
10,Ela Excellence Resort Belek,"158.270,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01711/1050X700/tsr01711638470548349362065.jpg,"7,8",+33000,Antalya - Belek-İskele ,"35 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,"8","1","3","2","3","1","1","9","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1"
239,Suite Laguna Otel,"47.414,23 TL",https://cdn.tatilsepeti.com/Files/TesisResim/02970/tsr02970636651835808121451.jpg,"7,7",+33000,Antalya - Muratpaşa ,"15 km, Antalya HA ","750 Metre ve Üzeri",Halk Plajı,Yok,"0","1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0"
157,The Nowness Hotel,"57.487,50 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/07766/1050X700/tsr07766638427348843823923.jpg,"9,7",+33000,Çeşme - Çeşme Merkez ,"85 km, Adnan Menderes HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"1","1","1","1","1","0","0","1","0","0","1","1","1","1","1","0","1","0","1","0","0","0","1","0","1","1","0","1","0"
103,Eldar Resort Hotel,"51.408,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03047/1050X700/tsr03047638563067235173010.jpg,"7,7",+33000,Antalya - Kemer-Göynük ,"48 km, Antalya HA ","300 - 400 Metre Arası",Özel Plaj,Yok,"0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
138,Hyde Bodrum Adult Only 16,"134.035,35 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/14173/1050X700/tsr14173638544910825655558.jpg,,+33000,Bodrum - Torba ,"30 km, Milas HA ",Denize Sıfır,Halk Plajı,Yok,"1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","1","0","1","1","0","0","0"
240,The Abc Hotel,"61.414,15 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12550/1050X700/tsr12550637968687758317496.jpg,,+33000,Çeşme - Alaçatı ,"No Info km, No Info",No Info,Halk Plajı,Yok,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
192,Marbas Select Beach,"36.646,99 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03200/1050X700/tsr03200638245881272925338.jpg,"7,7",+33000,Marmaris - İçmeler ,"110 km, Dalaman HA ",Denize Sıfır,Özel Plaj,Var,"1","1","1","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0"
55,Hotel Sun Fire Beach,"19.709,34 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02770/1050X700/tsr02770638525871096559021.jpg,"5,8","19000-21000",Antalya - Alanya-Mahmutlar ,"140 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,"0","1","1","1","1","0","0","1","1","0","0","0","0","1","1","1","1","0","1","1","0","1","0","0","1","1","1","1","1"
11,Grand Kaptan Hotel,"48.958,35 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00329/1050X700/tsr00329637840856725510700.jpg,"7,3",+33000,Antalya - Alanya-Obagöl ,"131 km, Antalya HA ","50 Metreye Kadar",Mavi Bayraklı Özel Plaj,Var,"1","1","1","1","2","0","1","5","1","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","0","1","1","1","1"
47,Vonresort Golden Beach,"30.922,50 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00160/1050X700/tsr00160637338641686218590.jpg,"8,9","29000-31000",Antalya - Side-Çolaklı ,"55 km, Antalya HA ","200 - 300 Metre Arası",Özel Plaj,Var,"7","0","1","1","3","0","0","7","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1"
66,White City Beach Hotel,"53.886,53 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01772/1050X700/tsr01772637546009209758317.jpg,"7,5",+33000,Antalya - Alanya-Konaklı ,"120 km, Antalya HA ","50 Metreye Kadar",Özel Plaj,Var,"1","1","1","1","1","0","1","2","1","0","1","1","1","1","1","0","1","1","1","1","0","0","1","0","0","1","1","0","0"
67,Antique Roman Palace +16,"45.876,25 TL",,"",+33000,"","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
127,Regnum Carya,"207.900,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04294/1050X700/tsr04294638463222089981314.jpg,"9,1",+33000,Antalya - Belek-Üçkum Tepesi ,"35 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Plaj,Var,"15","1","1","3","6","2","1","17","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1"
104,Algora Halal Hotel,"40.950,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/10692/1050X700/tsr10692638206100462064615.jpg,"7,9",+33000,Antalya - Alanya-Konaklı ,"113 km, Antalya HA ","200 - 300 Metre Arası",Özel Plaj,Yok,"0","1","1","1","3","0","1","2","1","0","1","1","1","1","1","1","0","0","1","1","0","1","1","0","0","1","1","1","1"
109,Club Grand Side Amazon Water World,"66.901,30 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00294/1050X700/tsr00294638558778714038807.jpg,"8,1",+33000,Antalya - Side-Çolaklı ,"55 km, Antalya HA ","300 - 400 Metre Arası",Özel Plaj,Yok,"3","1","1","1","2","1","1","5","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1"
158,Theluna Suite Hotel,"20.357,10 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/10896/1050X700/tsr10896637280920829816330.jpg,,"19000-21000",Antalya - Konyaaltı-Konyaaltı ,"20 km, Antalya ","50 Metreye Kadar",Halk Plajı,Yok,"0","1","0","0","1","0","1","1","0","0","0","1","1","0","1","1","0","0","1","0","0","1","1","0","1","1","0","1","1"
193,Marin Hotel Kemer,"19.635,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/05998/1050X700/tsr05998638461778143455398.jpg,,"19000-21000",Antalya - Kemer-Beldibi ,"45 km, Antalya ","300 - 400 Metre Arası",Özel Plaj,Yok,"0","0","1","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","1","1","0","0","1","0","0","1","1","1","0"
56,La Salvia Hotel Kaş,"34.160,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/08130/1050X700/tsr08130638229689933262499.jpg,"7,7",+33000,Antalya - Kaş-Çukurbağ Yarımadası ,"157 km, Dalaman HA ","50 - 100 Metre Arası",Özel Plaj,Var,"0","0","1","1","1","0","0","3","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","0","1"
79,Ayayorgi Hotel By T,"46.100,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/08231/1050X700/tsr08231637292990887285953.jpg,"9",+33000,Çeşme - Çeşme Merkez ,"97 km, Adnan Menderes HA ","750 Metre ve Üzeri",Yok,Yok,"1","1","1","1","1","0","1","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
78,Acropol Of Bodrum Beach Hotel,"20.482,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/10771/1050X700/tsr10771637262725159149155.jpg,"8,7","19000-21000",Bodrum - Ortakent-Yahşi-Ortakent ,"50 km, Milas ",Denize Sıfır,Özel Plaj,Yok,"1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
139,Radisson Collection Bodrum,"123.606,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11568/1050X700/tsr11568638168020117683645.jpg,"9,1",+33000,Bodrum - Akyarlar ,"58 km, Milas HA ","50 - 100 Metre Arası",Özel Plaj,Var,"1","1","2","1","1","1","1","2","0","1","1","1","1","1","1","1","1","0","1","0","1","0","0","0","1","1","0","0","0"
140,Side Sunport Hotel Spa (Ex. Side Sungate),"55.993,00 TL",,"",+33000,"","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
77,Romance Beach Hotel,"26.348,21 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00366/1050X700/tsr00366638512945741659105.jpg,"8,4","25000-27000",Marmaris - Siteler ,"95 km, Dalaman HA ",No Info,Özel Plaj,Yok,"0","1","1","1","1","0","0","1","0","0","0","1","0","1","1","0","1","1","1","0","0","0","0","0","0","1","0","1","0"
241,Wasa Hotel,"22.491,00 TL",https://cdn.tatilsepeti.com/Files/TesisResim/01419/tsr01419636545702598909711.jpg,,"21000-23000",Antalya - Alanya-Damlataş ,"45 km, Gazipaşa(Alanya) HA ","750 Metre ve Üzeri",Halk Plajı,Yok,"1","1","1","1","1","0","0","1","0","0","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","0","1","1","0"
261,Almena Hotel,"17.546,90 TL",https://cdn.tatilsepeti.com/Files/TesisResim/06208/tsr06208635949370195706204.jpg,"7,2","17000-19000",Marmaris - Merkez ,"96 km, Dalaman HA ","50 Metreye Kadar",Halk Plajı,Yok,"1","1","1","0","1","0","0","1","0","0","0","1","0","1","1","0","0","1","1","0","0","0","1","0","1","1","0","1","0"
194,Mostar Otel Antalya,"12.800,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/06330/1050X700/tsr06330638531131320587314.jpg,,"11000-13000",Antalya - Muratpaşa ,"10 km, Antalya ","500 - 600 Metre Arası",Halk Plajı,Yok,"0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
68,Astoria Hotel,"33.345,50 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02618/1050X700/tsr02618638427264213912164.jpg,"7,1",+33000,Antalya - Kemer-Merkez ,"55 km, Antalya HA ","200 - 300 Metre Arası",Özel Plaj,Yok,"0","1","1","1","1","1","1","2","0","0","0","0","0","1","1","0","1","0","1","1","0","0","0","0","1","1","1","1","1"
12,Hapimag Resort Sea Garden,"85.050,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00461/1050X700/tsr00461637423329786262922.jpg,"8,2",+33000,Bodrum - Yalıçiftlik ,"45 km, Milas HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"3","1","1","1","2","1","1","4","1","0","1","1","1","1","1","0","1","1","1","1","1","0","1","1","0","1","1","1","1"
48,Vonresort Golden Coast,"77.000,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00125/1050X700/tsr00125637338656421484540.jpg,"8,6",+33000,Antalya - Side-Çolaklı ,"55 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,"7","1","1","1","3","1","1","7","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1"
196,Pearly Hotel,"55.339,20 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12824/1050X700/tsr12824638083702568735924.jpg,,+33000,Antalya - Konyaaltı ,"20 km, Antalya ","50 Metreye Kadar",Halk Plajı,Yok,"0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0"
